combo_id,combo_label,condition,fold,epoch,train_loss,val_loss,train_f1,val_accuracy,val_precision,val_recall,val_f1_macro,val_f1_weighted,is_best_epoch
4,lb=1e-05_lc=1e-03_bs=32,S1,2,5,0.1058,0.6964,0.9622,0.8523,0.8483,0.8506,0.8492,0.8526,False
4,lb=1e-05_lc=1e-03_bs=32,S1,3,1,0.6445,0.4529,0.7218,0.8373,0.8369,0.8326,0.8344,0.8373,False
4,lb=1e-05_lc=1e-03_bs=32,S1,3,2,0.4119,0.4533,0.8488,0.8325,0.8311,0.8286,0.8297,0.8323,False
4,lb=1e-05_lc=1e-03_bs=32,S1,3,3,0.261,0.4127,0.9059,0.8561,0.8542,0.8578,0.8542,0.8575,True
4,lb=1e-05_lc=1e-03_bs=32,S1,3,4,0.1587,0.5274,0.9425,0.8523,0.8521,0.8479,0.8495,0.8523,False
4,lb=1e-05_lc=1e-03_bs=32,S1,3,5,0.1142,0.686,0.9606,0.8485,0.845,0.8449,0.8449,0.8486,False
4,lb=1e-05_lc=1e-03_bs=32,S1,3,6,0.0655,0.9758,0.9793,0.8382,0.8398,0.839,0.8367,0.84,False
4,lb=1e-05_lc=1e-03_bs=32,S1,4,1,0.6332,0.4389,0.7323,0.838,0.8402,0.8276,0.8306,0.8353,True
4,lb=1e-05_lc=1e-03_bs=32,S1,4,2,0.4101,0.4395,0.8438,0.839,0.8374,0.8308,0.831,0.8369,False
4,lb=1e-05_lc=1e-03_bs=32,S1,4,3,0.2638,0.5096,0.9029,0.8512,0.8462,0.8446,0.8451,0.8505,False
4,lb=1e-05_lc=1e-03_bs=32,S1,4,4,0.1602,0.5424,0.9424,0.8399,0.8355,0.8327,0.8335,0.8388,False
4,lb=1e-05_lc=1e-03_bs=32,S1,5,1,0.6279,0.4812,0.7299,0.8154,0.8175,0.8186,0.8107,0.8148,False
4,lb=1e-05_lc=1e-03_bs=32,S1,5,2,0.396,0.4029,0.85,0.8418,0.8406,0.845,0.8398,0.8432,True
4,lb=1e-05_lc=1e-03_bs=32,S1,5,3,0.2667,0.4445,0.9035,0.8569,0.8541,0.8578,0.8544,0.8582,False
4,lb=1e-05_lc=1e-03_bs=32,S1,5,4,0.1746,0.5795,0.9406,0.8315,0.8358,0.8311,0.8293,0.8335,False
4,lb=1e-05_lc=1e-03_bs=32,S1,5,5,0.0991,0.7983,0.9662,0.8465,0.8431,0.8423,0.8424,0.846,False
5,lb=2e-05_lc=1e-04_bs=16,S1,1,1,0.6838,0.4243,0.6974,0.8288,0.8244,0.8267,0.8244,0.8284,False
5,lb=2e-05_lc=1e-04_bs=16,S1,1,2,0.3817,0.4178,0.8566,0.8448,0.8463,0.8486,0.8415,0.8442,True
5,lb=2e-05_lc=1e-04_bs=16,S1,1,3,0.2287,0.5507,0.9268,0.8363,0.8387,0.8368,0.8347,0.8387,False
5,lb=2e-05_lc=1e-04_bs=16,S1,1,4,0.1344,0.7841,0.9587,0.8391,0.8376,0.8315,0.8321,0.8364,False
5,lb=2e-05_lc=1e-04_bs=16,S1,1,5,0.0795,1.0532,0.9779,0.8269,0.8277,0.8177,0.8199,0.8241,False
