conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,source_keyword
1883508585537392961,Sun Jan 26 13:33:35 +0000 2025,716,Selain ulat dan serangga kecoa juga cocok sebagai menu makan bergizi Gratis Prabowo Gibran Kecoa mengandung Protein yang sangat tinggi. Untuk jenis tertentu bahkan sampai 70% Kecoa juga mengandung mineral makro dan mikro seperti Kalsium Magnesium Fosfor dan Zat Besi yang https://t.co/CJJfBSF49x,1883508585537392961,https://pbs.twimg.com/media/GiORE7IbYAApns6.jpg,,in,,18,256,149,https://x.com/undefined/status/1883508585537392961,1102461866129776640,;;;;;;;,mbg
1883643276185759850,Sun Jan 26 22:28:48 +0000 2025,7,Kunjungan makan bergizi gratis modus Gibran untuk menaikkan popularitas untuk 2029. ( Personal branding ) Kampanye untuk 2029 udah di mulai.... https://t.co/jhTf113pIn,1883643276185759850,https://pbs.twimg.com/ext_tw_video_thumb/1883180861912420352/pu/img/eGFroa42PoEoJhPY.jpg,,in,,0,5,2,https://x.com/undefined/status/1883643276185759850,1296312516901916672,;;;;;;;,mbg
1883640578065461570,Sun Jan 26 22:25:46 +0000 2025,1,@AlexAleg99 Pokoknya kita dukung statemen kepala BGN agar program MBG bisa berjalan lancar Yo Alex,1883642516240736391,,AlexAleg99,in,,0,0,0,https://x.com/undefined/status/1883642516240736391,1220019150585643009,;;;;;;;,mbg
1883459929492607283,Sun Jan 26 14:58:30 +0000 2025,186,@sbmptnfess Di ITS ga perlu takut kelaparan Apalagi pas puasa gausa kluarin sepeserpun untuk sahur+buka slama sebulan full krna bkal dpt gratis mam enaq dri ITS (manarul ika-its). Testi pribadi Makanannya ga akan sad food kaya mbg prabowo Blm lagi kl km hunting di luar ITS,1883529956929761690,,sbmptnfess,in,,12,5,4,https://x.com/undefined/status/1883529956929761690,812145880924991488,;;;;;;;,mbg
1883548879364428272,Sun Jan 26 16:13:42 +0000 2025,13,Boleh aja sih Pak yg penting mulai dari yg bikin program sampe ke bawahnya ikut MBG makan serangga juga ya. Jangan rapat pakai sushi/prasmanan mewah terus. Harus ikut merasakan donk. Baru namanya pemimpin yg baik. Btw skrg masih makan serangga gak Pak?,1883548879364428272,,,in,,1,2,3,https://x.com/undefined/status/1883548879364428272,515109536,;;;;;;;,mbg
1883519969083920484,Sun Jan 26 14:18:49 +0000 2025,0,#MBG Belalang Akan Jadi Alternatif Protein Menu Makan Bergizi Gratis https://t.co/i2inz6L8h1,1883519969083920484,,,in,,0,0,0,https://x.com/undefined/status/1883519969083920484,824665928163958785,;;;;;;;,mbg
1884534185593090070,Wed Jan 29 09:28:57 +0000 2025,3011,Bung Ray bilang ke Wamen Noel : Kalau Tingkat Kepuasan Publik kepada Pak Prabowo sdh 80% Rasanya You tidak dibutuhkan lagi Mending Loe Keluar aja Gaji loe dgn para Staf sumbangin aja untuk MBG . https://t.co/o8PWYTCz4v,1884534185593090070,https://pbs.twimg.com/ext_tw_video_thumb/1884533774349922304/pu/img/nYZc-1wQ7OyfhwuT.jpg,,in,,20,60,946,https://x.com/undefined/status/1884534185593090070,812336286107189249,;;;;;;;,mbg
1884500960967348275,Wed Jan 29 07:16:56 +0000 2025,46,pemerintah berencana impor 1 juta ekor sapi perah dan 1 juta ekor sapi indukan hal ini dilakukan sbg upaya mendukung program MBG seharusnya pemerintah update dikit lah tentang high tech mksdnya mending beli printer daging...jadi gak ngurusin eek dan makan nya sapi lagi https://t.co/pr84eBwH68,1884500960967348275,https://pbs.twimg.com/ext_tw_video_thumb/1884500787784736769/pu/img/YtMGmj02Ca2lIUld.jpg,,in,,3,9,26,https://x.com/undefined/status/1884500960967348275,960248512108576768,;;;;;;;,mbg
1884591156220301484,Wed Jan 29 13:15:20 +0000 2025,34,Program MBG Presiden @prabowo mendapat sambutan luar biasa dr SDM UNGGUL Indonesia Melangitlah generasi sehat cerdas berakhlak Sekolah semakin menyenangkan Memupuk rasa senasib sepenanggungan Tiada batas kaya miskin semua bahagia Jadi ingin muda lagi eh sekolah lagi https://t.co/I4TfAJwIK5,1884591156220301484,https://pbs.twimg.com/ext_tw_video_thumb/1884591051979239424/pu/img/3PkQB5wcy5XyXQa-.jpg,,in,,0,3,8,https://x.com/undefined/status/1884591156220301484,1189039138835554304,;;;;;;;,mbg
1884577779012063328,Wed Jan 29 12:22:10 +0000 2025,64,Rutin Kunjungi SD Hingga SMA untuk Pantau MBG Gibran Diminta ke Kampus: Nanti Ditanya IPK Cengar-cengir.. https://t.co/Zl7GsyZv7X,1884577779012063328,,,in,,1,13,41,https://x.com/undefined/status/1884577779012063328,887743587579944960,;;;;;;;,mbg
1884618320755962212,Wed Jan 29 15:03:16 +0000 2025,1,kesehatan sm pendidikan jd prioritas pendukung WKWKKWKWKW. pdhl kl pendidikan &amp; kesehatannya jd prio utama makan bergizi gratis bisa diapus. tujuan awal MBG untuk mencegah stunting kan?,1884618320755962212,,,in,,0,0,0,https://x.com/undefined/status/1884618320755962212,877836242276175872,;;;;;;,mbg
